cid,time,compile,vmlinux,GZIP-bzImage,GZIP-vmlinux,GZIP,BZIP2-bzImage,BZIP2-vmlinux,BZIP2,LZMA-bzImage,LZMA-vmlinux,LZMA,XZ-bzImage,XZ-vmlinux,XZ,LZO-bzImage,LZO-vmlinux,LZO,LZ4-bzImage,LZ4-vmlinux,LZ4
56079,472.456,True,54227608,15603152,17688016,15453328,19035600,21119912,14770665,12482000,14566352,12343490,11793872,13878648,11649068,17167824,19252088,17032362,18269648,20354224,18119579
56078,223.885,True,39095648,9057232,11142608,8907670,12719056,14803880,8451647,7197648,9282512,7058405,6800336,8885624,6653356,10019792,12104568,9885033,10728400,12813488,10580008
56077,299.445,True,53323272,15077328,17163728,14929316,18141136,20226984,13876282,11947984,14033872,11811726,10387408,12473720,10243352,16469968,18555768,16334189,17526736,19612848,17380852
56076,493.761,True,46315160,8650704,10737112,8505502,12496848,14582696,8233754,6987728,9073616,6852353,6512592,8598904,6366720,9596880,11682680,9461216,10268624,12354736,10124148
56075,400.063,True,151602936,14238160,16323704,14091509,17871312,19956304,13606279,11579856,13664880,11446250,9822672,11908128,9678656,15507920,17592856,15375533,16511440,18596696,16364502
56074,449.344,True,78758512,16999376,19084752,16853260,19170256,21255080,14906169,12981200,15066064,12844984,11662288,13747576,11516064,18842576,20927352,18707322,20255696,22340784,20108160
56073,945.132,True,78918896,8126416,10212824,7979605,11698128,13783976,7433245,6238160,8324048,6101233,5681104,7767416,5534904,9011152,11096952,8878418,9506768,11592880,9360482
56072,335.179,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56071,423.496,True,44910144,7894480,9980792,7680558,12162512,14248272,7831624,6264272,8350064,6061116,6084048,8170272,5872444,9008592,11094296,8807563,9876944,11962968,9664080
56070,276.35,True,31247848,6434768,8521168,6285841,10264528,12350376,5999744,5337040,7422928,5201077,5095376,7181688,4950440,6979536,9065336,6847061,7405520,9491632,7257728
56069,418.224,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56068,590.44,True,59338680,12280784,14365816,12137040,15746000,17830480,11480784,9810896,11895408,9675880,7627728,9712672,7482492,13534160,15618584,13399481,14484432,16569176,14338814
56067,450.355,True,85779800,19436496,21523160,19224929,23507920,25594024,19177608,15586256,17672400,15384330,14914512,17001080,14704632,21963728,24049784,21764886,23741392,25827760,23531250
56066,432.575,True,65844984,13177808,15263184,13031657,15901648,17986472,11637836,9962448,12047312,9827018,8639440,10724728,8493340,14701520,16786296,14564210,15844304,17929392,15696190
56065,382.365,True,75088560,14836496,16925832,14605422,19125008,21213800,14776096,11567888,13656712,11345588,10908432,12997688,10679480,17376016,19464752,17156280,19092240,21181296,18862553
56064,178.141,True,26685344,6217168,8305528,6007818,10313168,12400976,5983851,5082576,7170416,4882194,4795856,6884128,4587340,6950352,9038104,6753083,7482832,9570904,7274274
56063,473.238,True,23881552,7009232,9094264,6863307,10916816,13001296,6651150,5776336,7860848,5639888,4760528,6845472,4616120,7660496,9744920,7527150,8192976,10277720,8048322
56062,385.825,True,62225712,19452880,21537912,19306263,22569936,24654416,18306303,15434704,17519216,15298474,13059024,15143968,12914068,21291984,23376408,21160601,22762448,24847192,22617748
56061,352.105,True,52474992,13017136,15105248,12852189,16564272,18651832,12282671,10629168,12716768,10473892,10063920,12151944,9899740,14168112,16255624,14015725,15048752,17136576,14883736
56060,282.912,True,26530120,6971856,9057400,6826937,10768848,12853840,6505259,5599696,7684720,5464940,5206480,7291936,5061596,7610832,9695768,7478067,8102352,10187608,7955533
56059,220.314,True,38718520,8007632,10094032,7862796,11726800,13812648,7462764,6598608,8684496,6464156,6246352,8332664,6102664,8699856,10785656,8565955,9207760,11293872,9060372
56058,161.484,True,157762496,5240272,7325144,5091033,9225680,11309992,4960353,4281808,6366160,4142700,4068816,6153592,3921624,5739984,7824248,5605248,6092240,8176816,5943491
56057,315.116,True,109152400,17764816,19852152,17552598,22561232,24648016,18233679,13791696,15878512,13589151,13406672,15493920,13195484,20582864,22669592,20383430,22884816,24971864,22673656
56056,271.918,True,75868744,8160816,10247392,7994203,11990576,14076600,7708136,6702640,8788704,6545076,6334000,8420488,6171088,8914480,11000456,8762317,9492016,11578304,9325961
56055,312.026,True,35849328,12772816,14857336,12624324,16315856,18399824,12052145,10507728,12591728,10370975,8672720,10757152,8527260,13841872,15925784,13708045,14714320,16798552,14566056
56054,243.336,True,226191800,9278928,11363448,9130864,12838352,14922320,8573589,7419344,9503344,7282159,6354384,8438816,6208896,10151376,12235288,10015072,10814928,12899160,10668582
56053,425.041,True,37665952,6362576,8447440,6212828,10257872,12342184,5991727,5277136,7361488,5140056,4367824,6452600,4222428,6931920,9016184,6798222,7394768,9479344,7244676
56052,361.427,True,827220352,13944592,16033024,13719930,17970960,20058840,13627758,10790672,12878592,10576052,9299728,11388072,9077656,16054032,18141864,15843300,17520400,19608544,17296588
56051,960.353,True,124924000,12137936,14224248,11926058,16512464,18598224,12183968,9434576,11520368,9233381,9160144,11246368,8949836,13944272,16029976,13744785,15295952,17381976,15085009
56050,456.894,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56049,530.772,True,131490408,3534800,5620856,3389518,7548880,9634384,3285620,2928592,5014128,2794095,2793424,4879392,2650804,3907536,5992984,3773730,4128720,6214488,3981576
56048,155.653,True,14283064,3124688,5211600,2979671,7171536,9257896,2905573,2559440,4645840,2423337,2436560,4523384,2292184,3423696,5510008,3291554,3657168,5743792,3511074
56047,670.759,True,44994008,10396624,12482008,10248589,13894608,15979432,9630115,8197072,10281936,8061855,6919120,9004408,6772976,11408336,13493112,11272173,12198864,14283952,12052533
56046,232.3,True,31737664,5939152,8025552,5791595,9809872,11895720,5545639,4911056,6996944,4776420,4595664,6681976,4449592,6471632,8557432,6338847,6889424,8975536,6743421
56045,304.024,True,31861088,8111056,10196432,7962550,12030928,14115752,7765869,6661072,8745936,6525030,6489040,8574328,6342728,8819664,10904440,8684336,9450448,11535536,9303331
56044,366.134,True,25378432,6496528,8584752,6329501,10445072,12532744,6161015,5304592,7392296,5147477,4944144,7032280,4779324,7135504,9223120,6983412,7622928,9710864,7457092
56043,221.99,True,16246400,4384208,6469072,4235253,8320464,10404776,4054695,3696080,5780432,3556731,3552720,5637496,3407908,4720080,6804344,4583345,4978128,7062704,4828773
56042,248.101,True,31296640,9044944,11130320,8897213,12956624,15041448,8689419,7353296,9438160,7215681,6808528,8893816,6662388,9950160,12034936,9816709,10646480,12731568,10499602
56041,340.395,True,122194056,9287440,11374136,9120747,13178640,15264776,8894474,7517968,9604136,7359044,6928144,9014744,6760248,10151696,12237776,9998047,10811152,12897552,10643205
56040,340.019,True,30979792,6288848,8373368,6140511,10057168,12141136,5793544,4937168,7021168,4802314,4597200,6681632,4452316,6944208,9028120,6808655,7382480,9466712,7237211
56039,390.548,True,150201416,16209360,18293880,16061552,20104656,22188624,15841699,12723664,14807664,12587763,12359120,14443552,12213512,17978832,20062744,17845702,19486160,21570392,19339725
56038,270.517,True,23824664,4878800,6964688,4731216,8856016,10941352,4589102,3994064,6079440,3855631,3817936,5903736,3670060,5378512,7463800,5244367,5722576,7808176,5575831
56037,230.027,True,29627352,9176016,11261048,9028186,12977104,15061584,8711301,7513040,9597552,7377952,7050192,9135136,6903428,10048464,12132888,9913063,10687440,12772184,10543232
56036,194.664,True,23913216,7057872,9143416,6913760,10875344,12960336,6613296,5812688,7897712,5678805,5505488,7590944,5363036,7700944,9785880,7569770,8147408,10232664,8000269
56035,174.484,True,38620728,8830928,10916984,8687633,12398544,14484048,8137394,6971344,9056880,6837745,6021072,8107040,5877040,9768912,11854360,9637207,10485712,12571480,10339004
56034,389.309,True,155938128,14071248,16156120,13922616,17700304,19784616,13433579,11408848,13493200,11269945,10634704,12719480,10486996,15439312,17523576,15301735,16455120,18539696,16306980
56033,428.451,True,235768848,14562768,16647632,14413849,17548752,19633064,13284050,11048400,13132752,10910880,9688528,11773304,9539516,16213456,18297720,16076856,17364432,19449008,17214831
56032,234.535,True,241911432,6881744,8967288,6738270,10727888,12812880,6466065,5636560,7721584,5504247,5321168,7406624,5178996,7537104,9622040,7405873,7991760,10077016,7846631
56031,385.107,True,50360712,5472208,7558264,5326461,9404368,11489872,5142182,4530128,6615664,4394223,4313040,6399008,4167724,5996496,8081944,5862634,6377424,8463192,6232934
56030,173.868,True,34431824,8799696,10884216,8652618,12846544,14930512,8580267,7005648,9089648,6868200,6219216,8303648,6074348,9749968,11833880,9617220,10556880,12641112,10408611
56029,298.253,True,216519096,9445840,11533008,9234213,13619664,15706280,9292568,7614928,9701584,7416013,7082448,9169528,6874484,10629584,12716152,10431640,11473360,13560240,11262615
56028,165.587,True,32508368,8111056,10196088,7963344,11883472,13967952,7620821,6530000,8614512,6395311,5112784,7197728,4969316,8881104,10965528,8747865,9487312,11572056,9342234
56027,151.377,True,49909840,5121488,7206008,4975087,8963536,11047504,4700927,4101584,6185584,3964542,3536336,5620768,3390796,5617104,7701016,5483897,6014416,8098648,5867897
56026,304.077,True,49300368,11588560,13675216,11376215,15700944,17787048,11371642,9376720,11462864,9176575,8868816,10955384,8658792,13079504,15165560,12880008,14123984,16210352,13911356
56025,252.818,True,19124808,5370320,7456208,5224090,9314768,11400104,5048983,4440528,6525904,4305784,4239824,6325624,4094152,5849552,7934840,5716023,6222288,8307888,6075378
56024,225.677,True,30608664,9413584,11498960,9264148,13091792,15176616,8826423,7762896,9847760,7627706,6329296,8414584,6182120,10232784,12317560,10097726,10884048,12969136,10737883
56023,236.854,True,57386480,11010512,13097800,10808773,15086032,17172768,10766661,8987088,11073856,8795309,7459280,9546480,7260160,12214736,14301416,12025542,13128144,15215144,12927802
56022,275.025,True,16246824,4449232,6534608,4301085,8422352,10507176,4155763,3728336,5813200,3591225,3126224,5211512,2980440,4813776,6898552,4679267,5125072,7210160,4975489
56021,265.167,True,71393984,13091792,15178616,12879622,17028048,19114320,12698042,10195920,12282224,9994535,8786896,10873632,8576776,15131600,17217816,14934751,16557008,18643544,16346953
56020,232.183,True,43572848,8939056,11026864,8722287,13096496,15183760,8758562,7243312,9330608,7034671,6747696,8835424,6531952,10155568,12242776,9947472,11019824,13107352,10802117
56019,254.351,True,76312000,10253264,12340088,10041036,14316496,16402768,9986296,8266704,10353008,8066613,7709648,9796384,7499032,11494352,13580568,11294657,12370896,14457432,12158369
56018,580.996,True,55861344,9482704,11569992,9281353,13550032,15636768,9232218,7483856,9570624,7294222,6410704,8497904,6211484,11010512,13097192,10819415,12079568,14166568,11878757
56017,270.165,True,36360768,10593232,12678264,10448336,14451664,16536144,10186636,8590288,10674800,8454942,7050192,9135136,6907664,11592656,13677080,11458499,12342224,14426968,12198756
56016,380.294,True,52422168,12916176,15001040,12767764,16487888,18572200,12221507,10454480,12538832,10315415,9864656,11949432,9719160,14095824,16180088,13958560,14964176,17048752,14814564
56015,143.074,True,19672208,4002768,6088144,3854137,7939024,10023848,3672854,3183568,5268432,3048251,2761680,4846968,2616416,4375504,6460280,4240893,4666320,6751408,4520249
56014,345.759,True,19798072,5154256,7238776,5007216,9131472,11215440,4867288,4244944,6328944,4108123,4040144,6124576,3897928,5649872,7733784,5518147,6047184,8131416,5899957
56013,427.461,True,62561144,13787600,15873488,13639293,17301968,19387304,13037032,11076048,13161424,10941011,10473936,12559736,10329892,15159760,17245048,15024627,16122320,18207920,15975118
56012,466.736,True,31865624,6800336,8885368,6653301,10671056,12755536,6408414,5616592,7701104,5481229,5305296,7390240,5160936,7439312,9523736,7307443,7930832,10015576,7785503
56011,490.404,True,119787760,31802128,33890184,31633611,34284304,36371816,29998840,24867600,26955144,24708715,22934288,25022256,22765800,34976528,37063984,34820114,37757712,39845488,37590220
56010,282.313,True,32508976,8110640,10198240,7945354,12153392,14240440,7872554,6369840,8456928,6216206,6201904,8289416,6039692,9040432,11127432,8888753,9806384,11893696,9640408
56009,219.214,True,29402736,7357904,9442424,7210072,11183568,13267536,6917573,6026704,8110704,5890638,5694928,7779360,5547860,8058320,10142232,7922948,8553936,10638168,8407289
56008,370.892,True,48102256,12092880,14177744,11943815,15701456,17785768,11433776,9868752,11953104,9731325,9323984,11408760,9178464,13157840,15242104,13022617,13960656,16045232,13811326
56007,518.617,True,19199568,4228560,6313432,4081757,8254928,10339240,3990119,3470800,5555152,3333945,3225040,5309816,3079268,4634064,6718328,4499354,4949456,7034032,4802951
56006,361.324,True,34283416,5629712,7718144,5406702,9840400,11928280,5497062,4527888,6615808,4315487,4302608,6390952,4078920,6481680,8569512,6268678,7055120,9143264,6831634
56005,402.26,True,59328376,14533584,16618960,14387080,18416592,20501416,14149058,11047888,13132752,10909754,9737168,11822456,9591468,16167888,18252664,16030761,17605584,19690672,17455922
56004,513.608,True,31255184,8045520,10130552,7899525,12039120,14123600,7776489,6357968,8442480,6224771,6144976,8229920,6003128,8901584,10986008,8767348,9618384,11703128,9471025
56003,697.336,True,632422824,13424080,15510344,13221120,17835472,19921184,13513577,10470864,12556608,10278311,10155472,12241648,9956192,15500752,17586408,15311495,17073616,19159592,16871013
56002,382.186,True,50716056,15640112,17726696,15472740,19400240,21486264,15114885,12613168,14699232,12458230,10552880,12639368,10389564,17143344,19229320,16989400,18327088,20413376,18162687
56001,317.374,True,30816448,5514288,7602824,5286053,9761840,11849824,5416467,4437040,6525056,4216351,4162608,6251056,3934188,6337584,8425512,6122099,6939696,9027944,6708478
56000,313.111,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55999,448.033,True,26584328,6624016,8712072,6454118,10511120,12598632,6224825,5427984,7515528,5270009,5157648,7245616,4990176,7279376,9366832,7123418,7774992,9862768,7605634
55998,352.294,True,42394592,13975504,16061904,13826686,17629136,19714984,13366590,11378640,13464528,11242075,9539536,11625848,9394188,15216592,17302392,15080462,16220112,18306224,16072205
55997,331.499,True,48745744,13640144,15726032,13491503,17068496,19153832,12801800,11071952,13157328,10933904,9187792,11273592,9040208,14922192,17007480,14788958,15897040,17982640,15749179
55996,449.677,True,20262856,5809104,7894480,5661628,9745360,11830184,5481261,4826064,6910928,4689900,4613072,6698360,4466892,6308816,8393592,6173570,6693840,8778928,6547231
55995,450.847,True,28055712,7386576,9471096,7240985,11294160,13378128,7031451,6026704,8110704,5890642,5625296,7709728,5481968,8140240,10224152,8007664,8709584,10793816,8565111
55994,262.624,True,17923896,3769296,5854328,3622502,7783376,9867856,3518452,3118032,5202544,2984866,2982864,5067808,2836972,4113360,6197784,3981137,4379600,6464344,4232837
55993,439.383,True,98667584,6414288,8502136,6205195,10592208,12679504,6262063,5251024,7338352,5050347,4992976,7080736,4782512,7241680,9328920,7042573,7843792,9931352,7635480
55992,1003.7,True,141967160,8078288,10165112,7866626,12403664,14489936,8073267,6194128,8280432,5991270,5465040,7551776,5257228,9671632,11757848,9474409,10740688,12827224,10530029
55991,270.348,True,64241552,11998160,14084936,11797110,16016336,18102560,11698114,9765840,11852096,9572515,7926736,10013424,7724088,13390800,15476968,13199823,14439376,16525864,14235819
55990,158.802,True,21643752,5616592,7701624,5470718,9589712,11674192,5327126,4588496,6673008,4452173,4264912,6349856,4121540,6132688,8217112,6000451,6538192,8622936,6391267
